customer_id,recency_days,frequency_annual,aov_inr,ltv_inr,discount_code_usage_rate,cart_abandonment_rate,app_channel_weight,web_channel_weight,desktop_channel_weight,social_engagement_score,marketplace_purchase_share,age,gender,city_tier,browsing_search_interest,ground_truth_segment_id
CUST00017,11,5,1890.0,18191.0,0.2635079978114338,0.27869705940897554,0.40031108407670196,0.5082207891890809,0.09146812673421727,0.7422839122142323,0.3424797608855241,24,Female,Metro,"trending now, order tracking, oversized fit, collab",2
CUST00018,20,16,660.0,10441.0,0.7571211537933374,0.36332074087888455,0.5898397018773562,0.06714291734007077,0.343017380782573,0.43694401913730907,0.49447025218049556,33,Female,Tier3,"restock, membership, budget",0
CUST00019,60,1,950.0,937.0,0.5258459526890219,0.5572095948526864,0.4431767887786646,0.3591406362769819,0.19768257494435348,0.6057881262292327,0.6390749510745894,18,Female,Tier2,"exchange, referral code, unboxing",6
CUST00020,75,1,3160.0,3925.0,0.2697777869535745,0.4686203861697112,0.1027260150923467,0.5414451946252373,0.355828790282416,0.5348458073519038,0.6354023680413299,38,Male,Metro,"sherwani, gifting, family pack",5
CUST00021,8,3,1340.0,4741.0,0.12461874872480334,0.3188675361892941,0.6272152669191446,0.18543714484015572,0.1873475882406996,0.8606104478432173,0.44139278961477646,25,Female,Metro,"t-shirt, restock alert, new drop, free shipping",2
CUST00022,15,30,460.0,14489.0,0.6567728244819769,0.3807988776824459,0.7215295684270718,0.23924722573084486,0.039223205842083414,0.6405279392449987,0.6672837927316253,24,Female,Tier3,"bogo offer, coupon, sherwani, wedding collection",0
CUST00023,59,1,1230.0,1303.0,0.39151309056912015,0.33158026739700763,0.7563379075918134,0.07891703285457555,0.16474505955361107,0.6694539988992929,0.48390465572592634,19,Female,Tier2,"free shipping, new user offer, size medium, try first order",6
CUST00024,52,1,1250.0,1973.0,0.6074681403299163,0.5611917400102369,0.338926719363214,0.17776486850348422,0.48330841213330183,0.594206769714277,0.47688428460163645,25,Female,Metro,"trending, influencer recommended, unboxing",6
CUST00025,16,17,620.0,28661.0,0.7854972468775413,0.2815614883059562,0.6825110757274643,0.1749489776255042,0.1425399466470315,0.521960785142718,0.8158328849616332,34,Female,Tier2,"coupon, discount, bogo offer",0
CUST00026,8,3,1890.0,7368.0,0.25646354794609527,0.3245012312121542,0.8077841013574081,0.16913651160685653,0.023079387035735203,0.8677766734640926,0.25785244835647797,25,Male,Tier3,"trending now, drop alert, oversized fit",2
CUST00027,62,6,2240.0,29443.0,0.25566764393816205,0.11532527268107115,0.324271811591644,0.3270146374912288,0.34871355091712736,0.30817469940978093,0.16291005005394738,39,Female,Metro,"my orders, restock, size medium, order history, repeat order",4
CUST00028,7,18,890.0,9240.0,0.461973853884641,0.16454214869989928,0.6900575655076319,0.2000795153672183,0.10986291912514975,0.8684185742696532,0.42258295978557187,22,Non-binary,Metro,"free shipping, new drop, limited stock, trending now",2
CUST00029,44,2,1390.0,1663.0,0.4763795764538967,0.21082339725932409,0.4631050727217113,0.25696917125184054,0.27992575602644826,0.3380878903074026,0.2070544004872757,36,Female,Metro,"order history, loyalty points, repeat order, full price",4
CUST00030,53,1,1110.0,823.0,0.608950850620789,0.4531197709751982,0.6172369846226411,0.2542110570609325,0.12855195831642663,0.7499778181245811,0.8051855650677099,21,Male,Tier2,"influencer recommended, welcome offer, order tracking",6
CUST00031,16,12,630.0,10478.0,0.48601798992979256,0.2074149566859276,0.8236698701952131,0.12321453883668868,0.05311559096809822,0.6926070609968186,0.7426897602903931,29,Female,Tier3,"size chart, exchange, combo offer, discount, coupon",0
CUST00032,10,6,1140.0,12965.0,0.37003652162624406,0.09276286870694489,0.6700916244175055,0.2474839139263267,0.08242446165616764,0.8038815339360594,0.49434797748431863,25,Female,Tier3,"kurta, return policy, limited stock",2
CUST00033,60,3,2710.0,12079.0,0.4017496698811612,0.3133581192899197,0.17061793993075994,0.3866498547843382,0.4427322052849018,0.34492468355978984,0.4269318653947121,34,Non-binary,Tier3,"sherwani, bogo offer, diwali sale, coupon",5
CUST00034,50,1,1320.0,1816.0,0.39799943951340266,0.6685873595764334,0.06411211522299878,0.7379046575991687,0.19798322717783262,0.7063718256723249,0.4434670886870826,29,Female,Tier2,"fit check, try first order, size guide, compare, size chart",3
CUST00035,40,1,930.0,870.0,0.8126034093529035,0.5256897930572648,0.5404400924491318,0.20473736899591255,0.25482253855495557,0.8735561082601182,0.7444020304319415,21,Male,Tier3,"try first order, reels, first order discount",6
CUST00036,58,1,2420.0,1593.0,0.41312367515573595,0.39550274431701926,0.5247878140242606,0.4127687437807584,0.06244344219498123,0.2588484884967095,0.4268798604513743,39,Male,Metro,"festive, luxury, wedding collection, jeans",5
CUST00037,34,3,930.0,5484.0,0.4783236769240784,0.7366031486033142,0.2991743563049285,0.3674054585752779,0.33342018511979366,0.5911488880746157,0.5993722564188096,35,Male,Tier2,"return policy, reviews, delivery time, gifting, cod available",3
CUST00038,44,8,2000.0,7617.0,0.24879984804350022,0.27094406768536605,0.5371007231276913,0.2386446607542864,0.22425461611802242,0.1824211183752682,0.19224648290583202,34,Female,Metro,"new arrivals, order history, restock, favorite brand, my orders",4
CUST00039,8,11,1630.0,32729.0,0.2694502419631046,0.27037032619451756,0.8326269762576489,0.12949323940469157,0.03787978433765936,0.7741691628705448,0.4016671272260042,28,Male,Metro,"cotton, sneaker match, compare, streetwear, trending now",2
CUST00040,15,3,740.0,1601.0,0.6330062830624203,0.41655295220542393,0.7542556800699487,0.031640045320478025,0.2141042746095734,0.6083761760571215,0.779203706776933,29,Male,Tier2,"cashback, lowest price, combo offer, flat 50% off, coupon",0
CUST00041,11,5,540.0,6174.0,0.7834152064712747,0.397615166366584,0.7164650242016286,0.22926776110646055,0.05426721469191076,0.5926819888967584,0.7587994054732261,26,Female,Tier2,"lowest price, bogo offer, combo offer",0
CUST00042,93,1,3280.0,2113.0,0.2933426934498098,0.35545507492407125,0.3255579124338863,0.5050531023772562,0.16938898518885737,0.5670424893685081,0.5167593783338957,34,Female,Tier3,"gifting, saree, ethnic wear, diwali sale",5
CUST00043,39,3,1930.0,13481.0,0.25803691307907783,0.24361394605835404,0.43259598203006777,0.27090983307301597,0.2964941848969163,0.11262740977039698,0.13604814429464887,41,Female,Tier3,"order history, my orders, early access, made to order, loyalty points",4
CUST00044,10,5,1330.0,4994.0,0.3689780337449623,0.4035622070150177,0.5821060250221468,0.21981868918074926,0.1980752857971039,0.8450797580435754,0.3628100133821162,24,Female,Metro,"order tracking, curated, limited stock",2
CUST00045,12,22,1290.0,26801.0,0.2561061863745223,0.34032001257238326,0.47571221882367004,0.4970906524817716,0.02719712869455847,0.7209974897596203,0.2577898008775202,19,Female,Tier2,"new drop, diwali sale, drop alert, hype",2
CUST00046,17,4,660.0,3357.0,0.6818057071425526,0.4607676160126542,0.7536711263911271,0.17686971496054857,0.06945915864832436,0.4687450561620105,0.6653495288081053,28,Male,Tier2,"coupon, sale, budget, discount, cashback",0
CUST00047,41,3,1850.0,10732.0,0.2704850499680928,0.21012020645355925,0.31778538028463627,0.04840337714106051,0.6338112425743032,0.45240356554855493,0.2774210041401196,24,Male,Tier2,"welcome offer, order history, repeat order",4
CUST00048,11,8,1400.0,13207.0,0.41216274921924495,0.3455866032366826,0.8415938558751851,0.13501328159851517,0.023392862526299598,0.8419287588310251,0.36922522980025935,28,Female,Metro,"hype, streetwear, drop alert",2
CUST00049,73,3,5080.0,10825.0,0.06697440728816191,0.15001047699525225,0.3366188340290459,0.14830051340147193,0.5150806525694821,0.09674304423706376,0.17356701748637895,53,Female,Metro,"made to order, premium fabric, repeat order",1
CUST00050,18,8,690.0,12060.0,0.8379202577442884,0.2917356972400949,0.8480315298072171,0.133845064381308,0.01812340581147496,0.5772468715494602,0.7838063991815192,18,Female,Tier3,"jeans, budget, usual size, clearance, repeat order",0
CUST00051,49,11,1710.0,39106.0,0.34274858090072263,0.13964390626931766,0.5169205335799344,0.28684220336336935,0.19623726305669617,0.5527571586379059,0.2314422130219308,22,Male,Tier2,"order tracking, membership, kurta",4
CUST00052,37,2,830.0,1012.0,0.6227019660042904,0.34589157051709907,0.7326440007993913,0.21815072032337113,0.04920527887723771,0.8690896651659161,0.6777813582814185,20,Male,Tier3,"trending, insta finds, new user offer, try first order, delivery time",6
CUST00053,8,4,1700.0,9471.0,0.24009083297793518,0.19659603625640473,0.8432177824588963,0.14508782919442678,0.011694388346676876,0.8949162716805485,0.3563220673754952,27,Male,Tier2,"size medium, limited stock, new drop, jeans, trending now",2
CUST00054,53,1,1130.0,2220.0,0.4771073105026984,0.6919376512973863,0.4282204506227199,0.3086680551935026,0.26311149418377744,0.4545953039576298,0.347073468571703,21,Male,Tier2,"size chart, order tracking, free shipping",3
CUST00055,58,1,1540.0,2122.0,0.22429949509293937,0.7558954101658137,0.30071309833623805,0.4752086200890948,0.22407828157466714,0.533881277634015,0.5473430396099986,31,Female,Metro,"wishlist, full price, size guide, size chart",3
CUST00056,39,4,4260.0,46048.0,0.01444829734471553,0.239030128878504,0.09602242581565053,0.5158451035468786,0.3881324706374709,0.27469991638292623,0.2533330544038669,33,Female,Metro,"capsule collection, premium fabric, exclusive collection, compare, designer drop",1
CUST00057,41,2,1090.0,5283.0,0.31187662563301144,0.771216652719318,0.45540489717488347,0.4309029997698725,0.11369210305524416,0.6645542405283251,0.4991502259932938,40,Male,Tier3,"return policy, cod available, order history, size guide",3
CUST00058,64,2,1220.0,4920.0,0.31974241451057694,0.6389750616557955,0.32040488798879097,0.5126230540551971,0.16697205795601183,0.4559927904854622,0.5978733642171721,36,Male,Tier3,"free shipping, order tracking, fit check, still deciding",3
CUST00059,19,7,2010.0,10203.0,0.37154331228672394,0.1782909348627593,0.7519856488911622,0.2289169770142997,0.019097374094538207,0.9119990921076134,0.21380266244560178,25,Female,Tier2,"hype, free shipping, collab, limited stock",2
CUST00060,64,3,2360.0,12612.0,0.262920900760578,0.4190137341639179,0.4403686221468338,0.3320547383459974,0.2275766395071688,0.6292036344750498,0.4876099404431346,34,Male,Tier2,"free shipping, ethnic wear, gifting, diwali sale",5
CUST00061,107,1,2930.0,4359.0,0.09571103684170555,0.31300040367943555,0.26279889229203024,0.5990069794953259,0.13819412821264399,0.4790695635159664,0.5589931713348688,47,Male,Tier2,"ethnic wear, exclusive collection, saree, family pack",5
CUST00062,30,1,1080.0,2033.0,0.34767335453582193,0.6461796841103403,0.24706263416673804,0.3002291091136428,0.4527082567196191,0.6098273516368686,0.3364095454241418,31,Female,Tier3,"wishlist, reviews, fit check",3
CUST00063,67,1,4280.0,4009.0,0.021452654608277572,0.30544541802707187,0.07062142375578663,0.6844417425337499,0.24493683371046354,0.22798910766963762,0.09228526014463215,27,Female,Metro,"exchange, designer drop, size medium, limited edition, premium",1
CUST00064,47,4,1140.0,5054.0,0.6712141240797651,0.4102512444806503,0.54070444657263,0.35996762082337214,0.09932793260399816,0.6752217340765695,0.8072585809605448,29,Female,Tier3,"limited stock, welcome offer, first order discount, cotton",6
CUST00065,55,3,5290.0,12496.0,0.12458904183508426,0.22914682854582835,0.2776865604072487,0.5142623711772137,0.20805106841553758,0.18429139835523706,0.1341497042696862,35,Male,Metro,"capsule collection, full price, made to order, designer drop",1
CUST00066,10,6,1390.0,4503.0,0.5152739185394618,0.3102720866051094,0.5837144540967807,0.1719254884838955,0.2443600574193238,0.8526900878647039,0.25412291125612896,18,Male,Metro,"trending now, restock alert, collab, hype, order tracking",2
CUST00067,10,6,570.0,8796.0,0.8132112670346646,0.39588328137373635,0.6026285621309723,0.1876805370738542,0.20969090079517366,0.5754637291580005,0.704473239970344,23,Non-binary,Tier3,"coupon, flat 50% off, ethnic wear, clearance, lowest price",0
CUST00068,33,12,2970.0,86593.0,0.16926011643053573,0.392920393167893,0.2485147845702866,0.46308833103864216,0.28839688439107136,0.25267454127335875,0.2379249699177954,27,Female,Tier2,"premium, exclusive collection, luxury, t-shirt, coupon",1
CUST00069,76,3,2210.0,4826.0,0.3148773592458304,0.34262918694817485,0.5673424766378674,0.3275454753906032,0.10511204797152943,0.3222591165466606,0.5463157122290196,37,Female,Tier2,"festive, order tracking, ethnic wear, lowest price",5
CUST00070,68,1,1140.0,2044.0,0.5314009274699903,0.5961604793267526,0.3097005375181261,0.4556406061304656,0.2346588563514083,0.8469910486534759,0.5665770042633881,18,Female,Tier2,"order tracking, try first order, referral code, insta finds",6
CUST00071,37,2,3500.0,11840.0,0.05578686971855952,0.23696467367201324,0.045459032952173885,0.5856991469191051,0.36884182012872113,0.260290244007639,0.08779917691633814,19,Female,Tier2,"premium fabric, full price, designer drop, t-shirt, exclusive collection",1
CUST00072,41,1,1260.0,1798.0,0.41171500160061747,0.7384786732209717,0.6362915345590058,0.218582081875914,0.14512638356508026,0.6998725373086447,0.3339740704769625,48,Female,Tier2,"cotton, delivery time, size chart",3
CUST00073,44,6,1990.0,16267.0,0.2116310228600774,0.09288826156059303,0.34075750781743275,0.5874589669214865,0.07178352526108069,0.2676762735434998,0.061545941872699635,31,Female,Tier3,"clearance, order tracking, my orders, early access, order history",4
CUST00074,50,2,1190.0,4552.0,0.5373963219654877,0.5514541792556794,0.16107283161961605,0.7030294564192825,0.13589771196110131,0.6504552157112833,0.6140698430330696,26,Male,Metro,"insta finds, influencer recommended, trending, combo offer",6
CUST00075,34,6,1720.0,20651.0,0.23400892230288808,0.11547559770480913,0.2987344022884011,0.30965344497306546,0.3916121527385335,0.4193734464117484,0.11993758142379085,26,Female,Metro,"loyalty points, usual size, membership, restock",4
CUST00076,12,8,1410.0,13057.0,0.3147255805775555,0.1953153143169798,0.6298890745008395,0.3355710545100405,0.034539870989119946,0.5514133227625471,0.33675942837113393,21,Female,Tier2,"kurta, oversized fit, streetwear, new drop, trending now",2
CUST00077,58,4,2270.0,15219.0,0.2331797478260344,0.3187494315192412,0.5523242006462519,0.3303046517883934,0.11737114756535474,0.38708642099836954,0.6219831694707885,29,Male,Tier2,"jeans, saree, gifting, sherwani, full price",5
CUST00078,20,12,750.0,21087.0,0.6951016477918311,0.29521414347302916,0.6025556649798308,0.2280827759044683,0.16936155911570075,0.6149134591708325,0.6543156053702279,23,Female,Tier3,"cashback, restock, bogo offer",0
CUST00079,59,5,2060.0,12167.0,0.14495853030038058,0.14386201739803878,0.3575205009306511,0.5526502797313045,0.08982921933804439,0.14518082751123795,0.26153390760375195,41,Male,Tier2,"order history, restock, new arrivals, early access, repeat order",4
CUST00080,11,14,600.0,15827.0,0.8477319203891343,0.6191566834702023,0.7531626393383687,0.16562503669609976,0.08121232396553164,0.5221466650779063,0.733720724830442,25,Male,Tier2,"kurta, combo offer, flat 50% off, budget, coupon",0
CUST00081,7,7,1010.0,10368.0,0.32509759554406653,0.33617823539077946,0.8403245959011548,0.14983309459364733,0.00984230950519794,0.7743523213633066,0.36654058291971076,18,Male,Metro,"streetwear, sneaker match, hype, new drop",2
CUST00082,8,17,1500.0,44641.0,0.3589179524678796,0.20811158133928687,0.6870752754931556,0.20987396659828966,0.10305075790855472,0.5708390596641777,0.4880621912976422,23,Female,Metro,"t-shirt, oversized fit, streetwear, sneaker match, exchange",2
CUST00083,48,3,1060.0,2402.0,0.498736043481823,0.7140554829278691,0.4105475280549466,0.42727766670831246,0.16217480523674097,0.749952984619386,0.5578865120121552,27,Male,Metro,"cotton, compare, return policy, size chart, free shipping",3
CUST00084,39,8,1730.0,24470.0,0.36497521153171447,0.25545178256237155,0.3914782132734752,0.4949717873358252,0.11354999939069951,0.4192570628130901,0.19643265802237123,20,Male,Metro,"exchange, repeat order, luxury, order history",4
CUST00085,44,6,1300.0,8803.0,0.5002579110207799,0.7241488460175592,0.28214010605867024,0.3315371008944946,0.3863227930468352,0.6574597245337619,0.5795695678501366,28,Female,Metro,"return policy, fit check, order tracking, cod available, delivery time",3
CUST00086,68,1,1150.0,1084.0,0.4479848224752671,0.8002571923138005,0.2021438489837439,0.36261056769511646,0.4352455833211397,0.6697911255222366,0.2947898095657507,23,Female,Tier2,"order tracking, still deciding, cod available, delivery time",3
CUST00087,43,2,900.0,1334.0,0.6249778295176526,0.2644369042180915,0.6231753722053831,0.06836913264327679,0.30845549515134,0.7881803836746973,0.663115641999577,18,Male,Tier2,"jeans, trending, reels",6
CUST00088,10,9,1520.0,23048.0,0.4263069698066597,0.418387068510117,0.6343283784769513,0.33390462805927795,0.0317669934637707,0.8543915583608713,0.2770505016633451,22,Male,Metro,"hype, oversized fit, sneaker match, drop alert",2
CUST00089,14,16,500.0,9161.0,0.6062673711690642,0.4539343723129477,0.8720204130983874,0.11469105562256683,0.013288531279045867,0.7434947888828664,0.7475539425534644,26,Female,Tier3,"lowest price, bogo offer, trending now, flat 50% off",0
CUST00090,8,13,400.0,5338.0,0.8862599780120006,0.13520692294163564,0.5308402268752757,0.24147949357096468,0.22768027955375972,0.5997779658586383,0.7645822642771062,33,Female,Tier3,"streetwear, flat 50% off, sale",0
CUST00091,55,2,2800.0,13749.0,0.2491670110239653,0.33430927925528264,0.23359265869192872,0.5342052912600379,0.23220205004803335,0.2701612915887666,0.463727775669129,33,Female,Tier2,"free shipping, size medium, kurta set, wedding collection, sherwani",5
CUST00092,10,8,1730.0,26276.0,0.38451572177347937,0.19743293271774162,0.8032532628982371,0.1581180123132708,0.03862872478849212,0.7730154188510905,0.3170147512394595,27,Male,Metro,"drop alert, limited stock, oversized fit, jeans",2
CUST00093,55,1,2070.0,2237.0,0.23490439827505516,0.14877701703840973,0.22099133932852455,0.7144393596475387,0.06456930102393664,0.36858961297884546,0.15715269042256055,33,Male,Tier2,"drop alert, my orders, new arrivals, limited stock",4
CUST00094,34,2,3290.0,6812.0,0.21301515946523886,0.13755296728303057,0.18856386584096416,0.6904886085833558,0.1209475255756801,0.1918755257854722,0.18918834892009845,38,Female,Metro,"limited edition, ethnic wear, premium fabric, curated, luxury",1
CUST00095,72,7,2210.0,10288.0,0.3750442042889466,0.19715261952379615,0.5922795792497991,0.344234215267698,0.06348620548250303,0.3118592785278445,0.2121904937101273,28,Male,Tier2,"early access, restock alert, my orders",4
CUST00096,67,1,1250.0,793.0,0.2910428424756657,0.812747457758918,0.598476061712912,0.29626823187420964,0.10525570641287833,0.6201044832391297,0.36266818678885393,28,Female,Tier3,"wishlist, size guide, reviews, hype",3
CUST00097,18,6,670.0,4386.0,0.44217695858283823,0.3455952517635153,0.64477443836094,0.24878556589614143,0.10643999574291853,0.5503014029290855,0.6637927643381418,20,Female,Tier2,"combo offer, flat 50% off, sale, clearance",0
CUST00098,20,3,820.0,1574.0,0.8289502269089664,0.323140380743792,0.7221581032888932,0.2745709939081878,0.003270902802919033,0.5788779695637355,0.4946021258151759,29,Female,Tier2,"made to order, exclusive collection, combo offer, curated, budget",0
CUST00099,11,2,1750.0,6289.0,0.4255157894576151,0.38082113763884234,0.6962382557825256,0.3017815086722051,0.001980235545269105,0.8000146539622254,0.5182328524042424,22,Male,Metro,"streetwear, hype, exchange",2
CUST00100,10,5,1070.0,12131.0,0.5834466502715262,0.1869552974485163,0.7357551575435349,0.11724602602294276,0.1469988164335223,0.8792467618958503,0.37257817354649747,18,Male,Tier2,"drop alert, kurta, streetwear, size medium, sneaker match",2
CUST00101,12,12,670.0,5333.0,0.8693687221986588,0.31703068881010654,0.6503083297182553,0.27667086511573413,0.07302080516601062,0.4802971505199745,0.582863893802531,19,Male,Tier3,"limited edition, coupon, bogo offer, lowest price",0
CUST00102,9,1,1080.0,2562.0,0.5056944549883675,0.10656020006663224,0.8717637800659536,0.11166908597717666,0.01656713395686971,0.8452583210986615,0.2981165487679545,20,Female,Metro,"size guide, collab, delivery time, reviews",2
CUST00103,10,6,1460.0,10877.0,0.40596303025759395,0.2898459689176126,0.8587673523357529,0.08671533566974789,0.0545173119944992,0.8051546745502165,0.2578182378593575,27,Female,Tier2,"premium, streetwear, curated",2
CUST00104,9,3,1470.0,2306.0,0.27970302835708705,0.21327062032047472,0.5380524804934973,0.29264006990802544,0.16930744959847724,0.9508093074200245,0.33568199419591416,25,Female,Tier2,"sherwani, streetwear, collab, sneaker match",2
CUST00105,77,2,1890.0,5943.0,0.31997706449861246,0.6710236177669627,0.1158763961252507,0.7541156788618796,0.13000792501286962,0.4288570997174371,0.4145599261267895,24,Female,Metro,"compare, delivery time, wishlist, size chart",3
CUST00106,16,2,720.0,2489.0,0.717801749721969,0.2857781803641254,0.9088047820198024,0.04778488951510456,0.043410328465092886,0.47998967979218904,0.738109069770314,22,Female,Tier3,"coupon, flat 50% off, cashback",0
CUST00107,63,1,4710.0,6377.0,0.17521366475518155,0.10167177796827023,0.09558569725180527,0.44558098353635145,0.45883331921184317,0.1600674914450848,0.08992842896153984,46,Male,Metro,"made to order, premium, capsule collection, luxury, jeans",1
CUST00108,51,4,1500.0,11366.0,0.23787606866343064,0.10782221242747195,0.23100982148766677,0.6530067171786776,0.11598346133365557,0.2837405875945329,0.1458681217519446,32,Female,Tier3,"restock, membership, loyalty points, my orders, early access",4
CUST00109,17,7,530.0,3041.0,0.8527199720438442,0.3887857531829755,0.8884613142242164,0.09324993175988985,0.018288754015893798,0.5681672851151365,0.5934501055333516,26,Female,Tier2,"bogo offer, cashback, lowest price, free shipping, budget",0
CUST00110,9,4,1230.0,9658.0,0.2578061732163625,0.1710112976045367,0.8229246540354528,0.1483514072508186,0.02872393871372871,0.6904499408862952,0.16122943895318909,24,Male,Tier2,"sneaker match, streetwear, exchange, free shipping",2
CUST00111,14,2,710.0,3591.0,0.7545373167444887,0.23192141764168772,0.6612533885044123,0.0932077213084104,0.24553889018717737,0.5626254958562041,0.5240386428722347,29,Male,Metro,"lowest price, limited stock, cashback",0
CUST00112,15,6,590.0,3822.0,0.8128078206545359,0.2550706434309412,0.6734315529025998,0.17788629561311212,0.1486821514842881,0.6214166664228334,0.6457283560040196,37,Female,Tier2,"flat 50% off, bogo offer, cashback, budget, designer drop",0
CUST00113,38,6,3500.0,22461.0,0.043004120424843806,0.3343904895881643,0.23506789584676338,0.34587889501735514,0.41905320913588145,0.2046167888469609,0.05722667548018094,28,Male,Metro,"limited edition, designer drop, premium fabric, kurta",1
CUST00114,86,9,3170.0,55033.0,0.29280830356645865,0.28144099437592685,0.355537158547379,0.514620177647373,0.12984266380524792,0.4074714917979208,0.5645580937681437,31,Male,Tier2,"t-shirt, made to order, occasion wear",5
CUST00115,52,2,1210.0,5310.0,0.6522420914640398,0.403683223978016,0.20391839520024616,0.3882390156287683,0.40784258917098554,0.6339196152608815,0.6090416334745599,23,Male,Tier2,"trending, kurta, cotton",6
CUST00116,97,4,3160.0,7382.0,0.1559329698624535,0.2969131347027616,0.2631179362441903,0.6536284925064644,0.08325357124934514,0.3388892601551102,0.5701823500313661,18,Female,Metro,"gifting, ethnic wear, diwali sale",5
CUST00117,82,2,860.0,3430.0,0.6340916824026803,0.4678099023063337,0.49447013452501926,0.17223566078991517,0.33329420468506554,0.468991467277658,0.6132214425694108,23,Male,Metro,"referral code, welcome offer, insta finds",6
CUST00118,44,1,1120.0,1559.0,0.4695464199727346,0.5198323861273859,0.6915829805009241,0.055338302206649946,0.2530787172924259,0.8057956102692794,0.37983710094857875,30,Female,Metro,"made to order, size guide, full price, size chart, compare",3
CUST00119,12,18,570.0,21008.0,0.7085841402960168,0.3927211417564967,0.8060366784963519,0.19173019214450707,0.002233129359141066,0.5135271548965673,0.580067495153362,28,Male,Tier3,"lowest price, sale, size medium",0
CUST00120,59,1,1330.0,3424.0,0.48003677337714734,0.38957564512129766,0.5048165833809736,0.11695167539780811,0.3782317412212184,0.5102114156775315,0.4087740420498897,24,Female,Metro,"try first order, insta finds, trending",6
CUST00121,43,1,1090.0,2562.0,0.6642769872311775,0.38839102170293316,0.6571194955917538,0.2883619527113956,0.05451855169685066,0.8342868586389255,0.6415979808861093,18,Male,Tier2,"referral code, influencer recommended, reels, unboxing, early access",6
